Year,squirrel_id,taglft,tagrt,gr,locx,locy,reflo,sq_fate,2nd?,Confirmed present,OBS 1,Date 1,Date 2,CA1,CA2,Width,Length,No_Quad,Quad_area,Q1A_old,Q1A_new,Q1B_old,Q1B_new,Q2A_old,Q2A_new,Q2B_old,Q2B_new,Q3A_old,Q3A_new,Q3B_old,Q3B_new,Q4A_old,Q4A_new,Q4B_old,Q4B_new,total_old,total_new,
2022,25985,M9955,M9956,KL,J.0,14.0,J14,21,,y,JSM,19-Sep,2-Oct,3,6,760,925,8,0.9,32,69,12,28,0,9,8,0,26,22,24,90,9,125,5,120,116,463,
2022,25987,M9990,M9991,KL,J.5,19.0,J.19,21,,y,JSM,19-Sep,24-Sep,1,3,370,550,8,0.9,110,28,19,69,7,9,3,21,11,5,70,2,42,8,44,3,306,145,
2022,26013,M9172,M9173,KL,K.0,13.0,K13,21,,y,JSM,N/A,2-Oct,N/A,6,490,1230,8,0.9,5,313,7,46,13,60,0,45,9,236,18,20,4,55,6,70,62,845,
2022,25410,M9189,M7889,KL,K.5,20.0,K.20,21,,y,JSM,19-Sep,2-Oct,1,6,480,1120,8,0.9,0,35,40,38,10,3,4,1,30,40,7,22,8,12,15,7,114,158,
2022,25015,M6475,M6448,KL,L.0,10.0,L10,21,,y,JSM,19-Sep,24-Sep,5,3,480,760,8,0.9,53,8,20,2,46,6,29,4,21,1,18,2,32,9,37,3,256,35,
2022,25970,M8543,M8544,KL,L.0,11.0,L11,21,,y,JSM,19-Sep,24-Sep,5,5,550,1070,8,0.9,24,23,16,22,61,9,7,25,10,38,63,0,80,180,31,2,292,299,
2022,25550,M7711,M7712,KL,L.5,12.0,L.12,21,,y,JSM,20-Sep,2-Oct,2,4,590,880,8,0.9,11,17,31,10,5,5,14,0,8,21,18,23,14,15,0,1,101,92,
2022,23326,M5321,M5322,KL,L.5,17.0,L.17,21,,y,JSM,18-Sep,24-Sep,1,3,550,675,8,0.9,2,9,1,1,0,80,0,0,0,0,1,2,4,24,7,12,15,128,
2022,24591,F9928,F9929,KL,M.5,8.0,M.8,21,,y,JSM,18-Sep,2-Oct,4,2,380,740,8,0.9,4,2,8,1,3,3,4,14,3,0,0,0,6,0,57,34,85,54,
2022,25881,M9978,M9979,KL,M.5,12.5,M.12.,21,,y,JSM,18-Sep,24-Sep,2,3,390,1060,8,0.9,43,9,1,0,120,6,26,100,13,1,85,0,17,19,4,9,309,144,
2022,25450,M8319,M8320,KL,M.5,15.0,M.15,21,,y,JSM,18-Sep,24-Sep,3,5,450,820,8,0.9,20,0,21,104,5,105,7,22,80,33,145,4,20,22,2,9,300,299,
2022,24003,M6156,M6157,KL,N.5,0.0,N.0,21,,y,JSM,18-Sep,2-Oct,4,5,395,650,8,0.9,1,10,13,70,31,11,10,55,33,35,0,5,0,3,3,32,91,221,
2022,25862,M9498,M9499,KL,N.0,1.5,N1.,21,,y,JSM,18-Sep,2-Oct,5,6,510,530,8,0.9,41,0,38,152,36,52,3,4,60,5,44,1,53,190,46,100,321,504,
2022,24471,M6379,M7811,KL,O.0,1.0,O1,21,,y,SKB,18-Sep,20-Sep,4,5,620,1020,8,0.9,6,7,12,13,16,38,25,23,15,44,40,81,5,12,0,2,119,220,
2022,25290,M7935,M7936,KL,O.5,2.0,O.2,21,,y,JSM,18-Sep,24-Sep,4,5,580,600,8,0.9,185,360,23,96,33,2,10,122,12,10,26,104,46,44,85,85,420,823,
2022,25823,M9976,M9977,KL,O.5,2.5,O.2.,21,,y,JSM,18-Sep,24-Sep,5,5,460,490,8,0.9,1,261,0,206,0,13,1,86,1,99,2,160,2,29,0,60,7,914,
2022,24317,M9317,M5665,KL,O.5,8.0,O.8,21,,y,JSM,18-Sep,24-Sep,4,4,370,480,8,0.9,0,199,41,408,2,43,3,90,5,150,0,26,18,310,2,78,71,1304,
2022,25455,M9355,M9321,KL,P.0,9.0,P9,21,,y,JSM,18-Sep,24-Sep,5,5,420,520,8,0.9,19,410,5,600,6,69,8,90,4,138,9,43,52,127,3,100,106,1577,
2022,26002,M9911,M9912,BT,B.0,3.5,B3.,21,N,y,JSM,18-Sep,28-Sep,3,3,320,640,8,0.9,0,3,3,2,2,20,5,0,2,3,2,5,3,2,2,9,19,44,
2022,25402,M8126,M8127,BT,D.0,2.0,D2,21,N,y,JSM,18-Sep,21-Sep,5,5,500,700,8,0.9,45,62,17,7,13,314,17,478,52,53,9,28,84,1,6,5,243,948,
2022,22028,M6338,F9736,BT,D.0,3.5,D3.,21,N,y,Rite in the Rain,18-Sep,23-Sep,5,4,565,750,8,0.9,4,4,0,15,9,25,50,7,9,9,4,20,0,1,1,3,77,84,
2022,26004,M9922,M9923,BT,E.5,0.0,E.0,21,N,y,JSM,18-Sep,21-Sep,5,5,410,540,8,0.9,0,15,2,15,2,12,2,11,5,32,11,73,3,133,1,34,26,325,
2022,25988,M9908,M9909,BT,E.0,3.5,E3.,21,N,y,JSM,18-Sep,21-Sep,6,5,480,880,8,0.9,16,38,7,28,15,18,83,54,4,5,17,36,2,18,7,10,151,207,
2022,24831,M5836,M5837,BT,G.0,5.5,G5.,21,N,y,JSM,18-Sep,28-Sep,2,2,430,740,8,0.9,20,2,19,1,13,1,6,0,3,1,1,0,23,2,6,0,91,7,
2022,25977,M9903,M9904,BT,I.5,5.0,I.5,21,N,y,JSM,18-Sep,21-Sep,4,4,400,580,8,0.9,2,97,4,9,9,22,5,12,2,102,1,16,3,78,1,22,27,358,
2022,25047,M6787,M6788,BT,I.0,7.0,I7,21,N,y,JSM,18-Sep,21-Sep,4,5,470,650,8,0.9,2,5,14,8,5,7,12,13,0,9,3,5,32,20,94,35,162,102,
2022,25772,M8305,M8306,BT,J.5,4.0,J.4,21,N,y,Rite in the Rain,18-Sep,23-Sep,5,5,570,630,8,0.9,12,13,1,22,9,36,1,120,0,141,0,3,1,3,0,117,24,455,
2022,26026,M9914,M9915,BT,J.0,3.0,J3,21,N,y,RGY,18-Sep,2-Oct,4,4,840,640,8,0.9,18,28,9,9,26,11,9,24,20,40,28,5,9,24,4,6,,,
2022,25771,M8303,M8304,BT,J.0,5.5,J5.,21,N,y,JSM,18-Sep,21-Sep,5,4,420,460,8,0.9,1,1,15,25,117,16,8,2,33,1,3,2,4,1,3,1,184,49,
2022,26011,M9920,M9921,BT,K.5,8.0,K.8,21,N,y,JSM,19-Sep,21-Sep,5,5,300,710,8,0.9,3,13,11,9,9,24,0,15,0,37,3,23,0,4,0,1,26,126,
2022,25905,M9699,M9700,BT,K.0,5.0,K5,21,N,y,JSM,19-Sep,21-Sep,5,5,680,730,8,0.9,11,68,9,6,3,15,18,32,8,36,10,34,59,73,57,48,175,312,
2022,25365,F9583,F9584,BT,K.0,6.5,K6.,21,N,y,JSM,19-Sep,21-Sep,5,5,370,470,8,0.9,24,143,21,58,14,305,7,22,6,154,3,5,43,12,43,565,161,1264,
2022,25102,M7308,M7309,BT,L.0,3.0,L3,21,N,y,JSM,19-Sep,28-Sep,3,3,540,730,8,0.9,14,2,5,0,9,3,10,0,4,0,8,0,1,0,1,1,52,6,
2022,25465,M8577,M8578,BT,M.0,5.5,M5.,21,N,y,JSM,19-Sep,21-Sep,4,4,497,580,8,0.9,18,9,32,7,30,34,31,12,32,20,7,19,64,145,76,44,290,290,
2022,26020,M9918,M9919,BT,O.5,0.5,O.0.,21,N,y,Rite in the Rain,19-Sep,25-Sep,4,4,390,470,8,0.9,7,39,11,133,6,14,4,8,1,3,6,13,6,237,18,38,59,485,
2022,26021,M9916,M9917,BT,O.5,3.0,O.3,21,N,y,Rite in the Rain,19-Sep,25-Sep,5,4,360,590,8,0.9,32,245,15,79,4,12,3,14,1,5,0,7,8,49,6,31,69,442,
2022,25910,M9651,M9652,JO,0.0,0.5,00.,21,N,Y,RGY,18-Sep,25-Sep,3,5,560,840,8,0.9,2,5,0,7,3,3,14,22,2,2,9,21,1,20,6,4,37,84,
2022,25990,M8589,M8590,JO,0.0,3.0,03,21,N,Y,JSM,18-Sep,29-Sep,3,Could not complete - snow,450,480,8,0.9,38,0,71,3,12,1,14,2,9,0,3,0,21,0,2,0,170,6,
2022,26006,M8587,M8588,JO,A.5,13.0,A.13,21,N,Y,RGY,18-Sep,21-Sep,4,5,530,620,8,0.9,0,25,4,10,22,0,11,10,23,60,0,10,4,37,9,160,73,312,
2022,25909,M9676,M9677,JO,A.5,5.0,A.5,21,N,Y,RGY,18-Sep,25-Sep,4,4,660,660,8,0.9,12,0,6,30,85,9,80,10,24,8,11,30,29,1,8,10,255,98,
2022,25908,M9697,M9698,JO,B.0,3.5,B3.,21,N,Y,RGY,18-Sep,21-Sep,4,4,700,800,8,0.9,0,107,0,75,4,20,1,3,46,1,21,11,5,10,5,7,82,234,
2022,24680,S0955,-,JO,C.5,2.0,C.2,21,N,Y,RGY,18-Sep,25-Sep,4,5,650,715,8,0.9,7,65,8,19,13,42,23,3,50,9,5,195,4,22,11,100,121,455,
2022,25481,M8556,-,JO,D.0,17.0,D17,21,N,Y,RGY,18-Sep,21-Sep,5,5,650,670,8,0.9,48,4,25,130,43,31,3,6,4,252,8,210,8,120,39,257,178,1010,
2022,25225,-,M5906,JO,D.0,18.5,D18.,21,N,Y,Rite in the Rain,18-Sep,23-Sep,2,4,670,740,8,0.9,79,4,4,6,0,4,1,0,7,3,4,2,55,7,9,2,159,28,
2022,26003,M8535,M8536,JO,D.0,3.0,D3,21,N,Y,RGY,18-Sep,21-Sep,4,5,405,640,8,0.9,30,130,11,23,24,240,10,152,25,350,16,168,5,16,7,40,128,1119,
2022,25314,M7622,M7623,JO,E.0,1.5,E1.,21,N,Y,Rite in the Rain,18-Sep,23-Sep,3,5,595,600,8,0.9,36,7,59,13,27,2,1,18,24,20,15,26,54,13,18,8,234,107,
2022,25991,M8539,M8540,JO,E.0,12.5,E12.,21,N,Y,RGY,18-Sep,25-Sep,3,3,520,730,8,0.9,0,14,0,32,100,18,2,14,0,4,0,3,0,1,0,7,102,93,
2022,26008,M8533,M8534,JO,E.0,14.0,E14,21,N,Y,RGY,18-Sep,21-Sep,4,4,620,710,8,0.9,40,4,5,24,5,7,31,9,3,0,0,4,4,16,12,5,100,69,
2022,25289,-,M7061,JO,E.0,16.0,E16,21,N,Y,Rite in the Rain,18-Sep,23-Sep,4,5,520,780,8,0.9,4,80,0,27,0,6,1,112,1,25,0,19,0,20,5,21,11,310,
2022,24769,M5834,M5835,JO,E.0,5.0,E5,21,N,Y,RGY,18-Sep,21-Sep,4,4,775,820,8,0.9,3,5,9,110,3,151,9,9,4,32,29,210,9,4,30,220,96,741,
2022,25216,-,M0926,JO,F.5,10.5,F.10.,21,N,Y,RGY,18-Sep,25-Sep,3,2,425,560,8,0.9,4,2,32,12,0,0,2,0,4,1,0,0,27,7,0,0,69,22,
2022,25897,M8591,M8593,JO,F.5,15.0,F.15,21,N,Y,Rite in the Rain,18-Sep,23-Sep,3,3,380,750,8,0.9,3,18,1,10,0,14,2,30,3,11,7,40,3,11,2,3,21,137,
2022,25986,M8541,M8542,JO,F.5,18.5,F.18.,21,N,Y,RGY,18-Sep,25-Sep,3,2,525,540,8,0.9,0,1,1,3,3,5,3,3,2,6,0,1,2,1,3,1,14,21,
2022,25198,M5424,H3457,JO,F.5,4.5,F.4.,21,N,Y,RGY,,25-Sep,,5,610,720,8,0.9,3,10,0,5,18,67,6,90,8,176,12,52,8,26,30,32,85,458,
2022,25215,M7397,M9251,JO,F.0,16.5,F16.,21,N,Y,RGY,18-Sep,21-Sep,2,3,600,875,8,0.9,31,7,8,62,148,1,1,27,10,2,3,3,19,0,15,32,235,134,
2022,25939,M8518,M8519,JO,F.0,3.0,F3,21,N,Y,RGY,18-Sep,25-Sep,4,5,570,700,8,0.9,80,70,42,36,29,22,7,12,100,5,4,0,21,200,8,41,291,386,
2022,24729,M6624,M6625,JO,G.5,1.0,G.1,21,N,Y,Rite in the Rain,18-Sep,23-Sep,5,6,650,800,8,0.9,100,18,2,7,250,70,85,16,70,130,84,32,485,299,15,0,1091,572,
2022,25679,M9578,M9579,JO,G.5,10.0,G.10,21,N,Y,RGY,18-Sep,21-Sep,4,5,380,800,8,0.9,1,11,1,22,2,16,0,16,2,12,4,36,9,54,32,220,51,387,
2022,25192,M4246,M4247,JO,H.5,15.0,H.15,21,N,Y,RGY,19-Sep,21-Sep,3,5,400,530,8,0.9,4,320,7,360,7,95,2,100,0,105,1,40,18,270,3,83,42,1373,
2022,,M8583,M8584,JO,H.5,17.5,H.17.,21,N,Y,Rite in the Rain,19-Sep,23-Sep,3,4,590,770,8,0.9,6,11,34,5,0,0,2,3,0,0,2,0,3,0,0,1,47,20,
2022,26012,M8531,M8532,JO,H.0,20.0,H20,21,N,Y,Rite in the Rain,19-Sep,23-Sep,4,5,670,720,8,0.9,9,210,10,39,16,66,3,0,7,52,3,21,6,12,11,53,65,453,
2022,25678,M9582,M9583,JO,H.0,8.5,H8.,21,N,Y,JSM,19-Sep,29-Sep,3,Could not complete - snow,440,520,8,0.9,6,120,5,5,69,0,4,1,0,75,2,36,6,24,4,23,65,453,
2022,26001,M8537,M8538,JO,I.5,16.5,I.16.,21,N,Y,Rite in the Rain,19-Sep,23-Sep,3,5,470,720,8,0.9,14,21,13,3,40,11,12,4,12,51,36,159,14,60,6,8,147,317,
2022,25189,M4244,M4245,JO,I.0,10.0,I10,21,N,Y,RGY,19-Sep,25-Sep,4,5,630,670,8,0.9,15,9,31,4,27,1,1,13,16,100,0,200,20,85,2,215,112,627,
2022,25625,M7685,M7686,JO,I.0,11.5,I11.,21,N,Y,RGY,19-Sep,21-Sep,4,5,700,745,8,0.9,3,46,2,1,17,89,8,28,7,4,4,2,12,6,3,18,56,194,
2022,26007,M8585,M8586,JO,I.0,20.0,I20,21,N,Y,JSM,,29-Sep,,Could not complete - snow,400,410,8,0.9,5,1,7,5,0,9,6,6,2,0,5,2,2,0,1,3,28,26,
2022,23842,F9560,M4249,JO,I.0,5.0,I5,21,N,Y,RGY,19-Sep,21-Sep,5,5,620,730,8,0.9,36,7,31,148,19,22,70,81,40,120,17,17,64,102,90,90,367,587,
2022,25942,M9603,M9604,JO,I.0,8.5,I8.,21,N,Y,RGY,19-Sep,25-Sep,4,5,580,780,8,0.9,0,28,20,240,5,21,9,20,16,37,11,3,23,42,3,102,87,493,
2022,25624,M7863,M7864,JO,J.5,12.5,J.12.,21,N,Y,Rite in the Rain,19-Sep,23-Sep,5,6,590,700,8,0.9,46,240,10,37,7,3,9,170,14,107,28,89,3,15,21,13,138,674,
2022,25714,M7417,M7418,JO,J.5,15.5,J.15.,21,N,Y,Rite in the Rain,19-Sep,23-Sep,4,5,650,820,8,0.9,6,0,0,0,6,50,0,8,20,35,5,67,27,45,19,2,83,207,
2022,25054,M8579,M4236,JO,J.5,5.0,J.5,21,N,Y,Rite in the Rain,19-Sep,23-Sep,1,5,570,640,8,0.9,3,10,3,0,1,1,10,10,10,3,22,0,6,5,4,4,59,33,
2022,25229,M7056,M7057,JO,J.0,17.5,J17.,21,N,Y,RGY,19-Sep,21-Sep-22,4,3,730,875,8,0.9,0,44,9,1,1,2,1,9,44,13,20,6,56,24,12,4,143,103,
2022,25976,M8508,M8509,JO,J.0,20.0,J20,21,N,Y,RGY,19-Sep,25-Sep-22,5,6,670,860,8,0.9,15,375,4,203,0,1,0,30,3,71,5,5,0,0,0,4,27,689,
2022,25711,M7429,M7430,JO,K.0,14.5,K14.,21,N,Y,Rite in the Rain,18-Sep,25-Sep,4,4,270,530,8,0.9,4,46,1,64,2,6,0,29,1,14,0,87,0,23,1,11,9,280,
2022,25720,M7672,M7673,JO,K.5,7.5,K.7.,21,N,Y,Rite in the Rain,18-Sep,25-Sep,4,4,440,620,8,0.9,4,47,16,100,3,40,0,113,0,1,0,7,4,108,2,77,29,493,
2022,25623,M7681,M7682,JO,K.0,10.5,K10.,21,N,Y,RGY,18-Sep,21-Sep,6,6,570,650,8,0.9,1,210,66,114,37,117,4,420,50,67,0,3,5,42,1,177,164,1150,
2022,25911,M9653,M9654,JO,K.0,12.0,K12,21,N,Y,RGY,18-Sep,21-Sep,4,4,440,740,8,0.9,19,19,20,15,24,11,38,21,0,10,0,28,3,24,2,18,106,146,
2022,25981,M8385,M8386,JO,L.5,14.0,L.14,21,N,Y,Rite in the Rain,18-Sep,25-Sep,4,4,280,740,8,0.9,0,3,0,46,2,7,0,5,2,6,0,12,0,5,0,5,4,89,
2022,25713,M7419,M7420,JO,L.0,16.5,L16.,21,N,Y,RGY,18-Sep,21-Sep,4,4,585,620,8,0.9,14,230,18,0,1,19,9,62,91,22,6,5,5,0,37,0,181,338,
2022,26005,M9932,M9933,JO,L.0,20.0,L20,21,N,Y,Rite in the Rain,18-Sep,25-Sep,4,4,330,510,8,0.9,12,63,1,16,10,18,24,52,17,76,5,6,3,10,23,15,95,256,
2022,25727,M7670,M7671,JO,L.0,9.0,L9,21,N,Y,Rite in the Rain,18-Sep,23-Sep,5,5,420,600,8,0.9,4,59,1,74,0,24,1,94,0,119,0,11,21,27,2,49,29,457,
2022,25479,M8570,M8571,JO,M.5,4.0,M.4,21,N,Y,Rite in the Rain,18-Sep,23-Sep,5,6,525,800,8,0.9,25,14,20,76,14,10,25,27,28,34,9,21,34,132,9,60,164,374,
2022,25475,M8506,M8507,JO,M.5,6.5,M.6.,21,N,Y,RGY,18-Sep,21-Sep,5,5,520,720,8,0.9,9,85,7,100,40,390,5,60,7,20,8,22,3,4,4,32,83,713,
2022,25721,M7674,M7675,JO,M.5,9.5,M.9.,21,N,Y,Rite in the Rain,18-Sep,23-Sep,5,5,650,920,8,0.9,13,15,14,36,11,9,3,2,4,83,29,26,15,6,70,75,159,252,
2022,25712,M7427,M7428,JO,N.5,14.0,N.14,21,N,Y,Rite in the Rain,18-Sep,23-Sep,5,4,250,400,8,0.9,8,141,4,46,16,45,1,345,6,16,5,162,6,136,1,9,47,900,
2022,25208,F9738,F9739,JO,N.0,16.0,N16,21,N,Y,Rite in the Rain,18-Sep,25-Sep,5,5,470,470,8,0.9,21,240,7,74,7,50,38,136,3,122,7,83,29,147,39,122,151,974,
2022,25820,M7691,M7692,JO,O.5,1.5,O.1.,21,N,Y,RGY,19-Sep,2-Oct,4,4,500,580,8,0.9,90,4,28,34,139,2,81,12,55,2,42,3,54,14,20,5,509,76,
2022,25497,M8528,M8529,JO,O.5,19.5,O.19.,21,N,Y,Rite in the Rain,19-Sep,23-Sep,5,5,560,750,8,0.9,12,25,4,16,24,748,18,166,13,360,4,2,21,143,10,314,106,1774,
2022,25199,M5845,M5847,JO,O.0,12.0,O12,21,N,Y,JSM,19-Sep,29-Sep,4,Could not complete - snow,410,760,8,0.9,20,1,5,5,19,31,10,0,21,16,5,10,13,4,45,1,138,68,
2022,25284,M9425,M7425,JO,P.5,11.5,P.11.,21,N,Y,JSM,18-Sep,21-Sep,4,4,410,670,8,0.9,20,163,23,110,18,39,53,30,16,5,5,70,10,281,6,85,151,783,
2022,25432,M8545,M8546,JO,P.0,18.0,P18,21,N,Y,JSM,19-Sep,29-Sep,1,Could not complete - snow,580,720,8,0.9,33,0,29,0,36,0,62,0,16,0,25,0,30,0,20,6,251,6,
2022,24825,F9729,M8576,JO,Q.5,1.5,Q.1.,21,N,Y,JSM,,29-Sep,,Could not complete - snow,350,450,8,0.9,2,4,6,11,7,3,8,6,2,5,6,11,2,25,3,8,36,73,
2022,25979,M8389,M8390,JO,Q.0,4.0,Q4,21,N,Y,JSM,19-Sep,21-Sep,5,5,580,600,8,0.9,0,158,4,7,0,9,0,0,3,364,4,36,0,134,15,3,26,711,
2022,25140,M7846,M7847,JO,Q.0,9.0,Q9,21,N,Y,RGY,19-Sep,2-Oct,4,4,520,654,8,0.9,290,15,20,0,10,31,14,220,0,21,16,0,17,5,10,0,377,292,
2022,25232,M7509,M9300,JO,R.0,5.5,R5.,21,N,Y,JSM,,21-Sep,,3,430,510,8,0.9,3,0,6,37,6,0,1,0,6,0,4,0,5,21,50,19,81,77,
2022,25980,M8387,M8388,JO,R.0,13.0,R13,21,N,Y,JSM,19-Sep,29-Sep,3,Could not complete - snow,330,330,8,0.9,3,38,3,0,3,1,2,43,3,0,11,275,2,6,8,62,35,425,
2022,23805,F9553,F9554,JO,S.0,1.5,S1.,21,N,Y,Rite in the Rain,19-Sep,25-Sep,5,4,640,800,8,0.9,12,28,4,29,58,44,65,18,12,144,5,13,15,11,22,78,193,365,
2022,25997,M9930,M9931,JO,T.5,1.0,T.1,21,N,Y,JSM,19-Sep,29-Sep,3,Could not complete - snow,250,350,8,0.9,8,97,63,4,3,217,2,26,0,99,0,13,3,157,0,2,79,615,
2022,25893,M9672,M9673,JO,T.0,13.0,T13,21,N,Y,JSM,19-Sep,29-Sep,4,Could not complete - snow,310,570,8,0.9,12,32,13,0,5,17,3,3,6,66,1,0,2,42,3,107,45,267,
2022,26009,M9934,M9935,JO,T.0,8.0,T8,21,N,Y,Rite in the Rain,19-Sep,25-Sep,4,5,450,1080,8,0.9,12,51,15,14,13,18,0,48,15,58,0,15,0,72,2,23,57,299,
2022,25097,M7390,M9224,JO,U.0,10.0,U10,21,N,Y,JSM,19-Sep,21-Sep,3,4,490,710,8,0.9,7,28,33,90,10,33,20,4,9,9,1,4,6,5,2,2,88,175,
2022,25119,M6095,M6094,SU,-1.0,17.0,-117,21,N,Y,RGY,17-Sep,22-Sep,4,3,540,600,8,0.9,23,3,20,3,22,53,12,3,360,1,13,2,200,1,95,0,745,66,
2022,25971,M8393,M8394,SU,-2.5,19.0,-2.19,21,N,Y,RGY,17-Sep,20-Sep,4,5,680,720,8,0.9,16,4,60,41,66,10,4,59,6,0,1,49,2,11,2,20,157,194,
2022,24940,M7059,M7495,SU,0.5,3.0,0.3,21,N,Y,RGY,17-Sep,23-Sep,6,5,640,650,8,0.9,13,300,12,9,9,230,39,330,17,174,1,59,8,14,46,10,145,1126,
2022,25440,M9957,M9506,SU,-0.5,5.5,-0.5.,21,N,Y,RGY,17-Sep,24-Sep,6,5,600,860,8,0.9,18,110,7,180,7,27,0,11,19,17,11,20,9,106,2,71,73,542,
2022,25703,M8522,M8523,SU,-2.5,6.0,-2.6,21,N,Y,JSM,17-Sep,3-Oct,1,4,420,660,8,0.9,2,4,59,4,8,1,4,2,5,5,0,13,8,3,35,4,121,36,
2022,25993,M9958,M9959,SU,A.0,7.0,A7,21,N,Y,RGY,17-Sep,22-Sep,4,4,430,555,8,0.9,9,2,3,45,19,4,5,2,6,230,4,79,12,59,0,2,58,423,
2022,25940,M9841,M9842,SU,B.5,1.0,B.1,21,N,Y,RGY,17-Sep,20-Sep,4,4,370,800,8,0.9,0,3,6,17,28,3,50,3,38,0,26,8,10,6,11,23,169,63,
2022,25342,M7799,M7800,SU,B.5,8.5,B.8.,21,N,Y,JSM,17-Sep,1-Oct,5,3,260,480,8,0.9,3,10,0,4,11,4,7,5,0,7,0,5,0,8,0,7,21,50,
2022,25485,M9522,M9523,SU,B.0,6.0,B6,21,N,Y,RGY,17-Sep,23-Sep,6,5,650,770,8,0.9,100,340,50,410,71,5,24,32,134,654,2,31,115,248,4,1,500,1721,
2022,24796,M5638,M6295,SU,B.0,7.5,B7. ,21,N,Y,RGY,17-Sep,24-Sep,5,6,730,840,8,0.9,24,44,25,59,37,49,38,135,0,278,3,80,6,73,21,59,154,777,
2022,25916,M8395,M8396,SU,C.5,5.0,C.5,21,N,Y,RGY,17-Sep,24-Sep,6,6,630,760,8,0.9,0,7,0,7,1,80,0,10,0,21,19,205,0,9,1,70,21,409,
2022,25230,M7235,M7241,SU,C.0,12.0,C12,21,N,Y,RGY,17-Sep,24-Sep,6,5,470,990,8,0.9,10,100,10,100,8,11,9,64,3,6,0,10,4,143,25,214,69,648,
2022,25156,M7828,M7829,SU,C.0,18.0,C18,21,N,Y,RGY,17-Sep,20-Sep,6,6,600,650,8,0.9,4,14,0,123,5,4,2,80,3,200,6,23,2,47,76,43,98,534,
2022,25705,M7655,M7656,SU,D.0,9.0,D9,21,N,Y,RGY,17-Sep,20-Sep,6,5,430,760,8,0.9,19,6,32,32,61,27,64,263,29,46,24,31,20,80,17,15,266,500,
2022,25878,M9897,M9898,SU,E.5,1.5,E.1.,21,N,Y,RGY,17-Sep,24-Sep,4,5,740,845,8,0.9,15,2,6,139,1,0,60,28,8,100,1,0,26,24,1,1,118,294,
2022,25994,M9960,M9961,SU,E.5,4.5,E.4.,21,N,Y,RGY,17-Sep,20-Sep,6,6,720,810,8,0.9,25,46,38,10,11,20,10,1,10,41,4,330,6,37,4,30,108,515,
2022,26029,M9913,M9657,SU,E.0,11.5,E11.,21,N,Y,RGY,25-Sep,2-Oct,1,4,440,320,8,0.9,6,3,0,0,1,12,5,2,3,76,16,3,3,144,1,250,35,490,
2022,26031,M9974,M9975,SU,E.0,3.5,E3.,21,N,Y,JSM,N/A,3-Oct,N/a,5,550,770,8,0.9,19,2,13,21,12,2,6,79,6,4,3,103,8,1,12,0,79,212,
2022,25477,M8381,M8382,SU,F.5,16.0,F.16,21,N,Y,RGY,17-Sep,20-Sep,4,4,300,420,8,0.9,0,1,1,27,0,8,9,61,2,196,0,49,0,114,0,1,12,457,
2022,25865,M9646,M9647,SU,G.5,14.5,G.14.,21,N,Y,RGY,17-Sep,22-Sep,5,4,420,750,8,0.9,8,10,3,110,9,207,11,125,17,3,7,9,11,16,0,0,66,480,
2022,25967,M9984,M9985,SU,G.0,3.0,G3,21,N,Y,RGY,17-Sep,22-Sep,5,4,650,670,8,0.9,30,0,13,9,54,25,50,4,46,47,120,2,49,9,9,11,371,107,
2022,25886,M9926,M9927,SU,H.5,12.0,H.12 ,21,N,Y,RGY,17-Sep,20-Sep,4,6,590,640,8,0.9,10,6,2,1,6,41,30,7,16,3,51,0,33,43,15,4,163,105,
2022,25435,M9524,M9525,SU,I.0,2.5,I2.,21,N,Y,JSM,17-Sep,1-Oct,1,3,420,510,8,0.9,43,3,46,2,33,3,10,3,95,7,21,40,18,22,10,2,276,82,
2022,25966,M9901,M9902,SU,J.5,4.0,J.4,21,N,Y,RGY,17-Sep,22-Sep,6,5,570,680,8,0.9,2,21,32,18,55,210,2,26,86,69,14,6,22,90,21,47,234,487,
2022,25462,M9514,M9515,SU,K.5,1.0,K.1,21,N,Y,RGY,17-Sep,22-Sep,6,4,530,630,8,0.9,18,31,4,18,23,120,3,4,30,400,6,67,44,35,13,1,141,676,
2022,25462,M8391,M8392,SU,K.5,15.0,K.15,21,N,Y,RGY,17-Sep,20-Sep,5,5,530,620,8,0.9,2,22,6,2,0,4,0,9,32,28,5,54,10,0,24,30,79,149,
2022,UTS,,,SU,K.5,8.0,K.8,21,N,Y,RGY,17-Sep,2-Oct,5,5,830,630,8,0.9,80,20,38,9,59,5,61,36,57,1,16,1,35,27,27,310,373,409,
2022,25904,M9853,M9854,SU,K.0,6.5,K6.,21,N,Y,RGY,17-Sep,22-Sep,5,4,555,700,8,0.9,23,21,58,0,42,4,18,1,4,1,4,6,23,240,11,45,183,318,
2022,25995,M9962,M9963,SU,L.0,10.5,L10.,21,N,Y,RGY,17-Sep,24-Sep,4,5,630,960,8,0.9,12,48,4,150,1,21,1,2,4,7,4,60,26,63,17,21,69,372,
2022,22652,M4667,M4668,SU,M.0,4.5,M4.,21,N,Y,RGY,17-Sep,24-Sep,5,5,700,920,8,0.9,38,54,17,26,29,70,12,28,8,100,1,0,26,24,1,1,132,303,
2022,25857,M9601,M9602,SU,N.0,7.5,N7.,21,N,Y,RGY,17-Sep,24-Sep,6,5,670,810,8,0.9,2,8,100,56,1,0,0,8,10,0,9,83,60,116,17,23,199,294,
